unitId,name
399,지수에 미지수가 있는 방정식과 지수함수의 관계
400,None
401,None
402,None
403,None
404,지수 또는 밑에 미지수가 있는 방정식의 풀이
405,올림이 없는 $(몇십 몇)\times(몇)$
406,None
407,십의 자리에서 올림이 있는  $(몇십 몇)\times(몇)$
408,지수에 미지수가 있는 부등식과 지수함수의 관계
409,일의 자리에서 올림이 있는 $(몇십 몇)\times(몇)$
410,None
411,십의 자리와 일의 자리에서 올림이 있는 $(몇십 몇)\times(몇)$
412,None
413,지수 또는 밑에 미지수가 있는 부등식의 풀이
414,None
415,None
416,None
417,None
418,None
419,None
420,None
421,None
422,None
423,None
424,None
425,$(대분수)\times(대분수)$
426,분수의 곱셈을 계산하는 방법
427,도형의 합동
428,합동인 도형의 성질
429,몇 cm 몇 mm와 몇 mm로 나타내기
430,None
431,None
432,None
433,None
434,선대칭도형의 성질
435,선대칭도형 그리기
436,길이와 거리를 어림하기
437,"점대칭도형과 대칭의 중심, 대응점, 대응각, 대응변"
438,1초와 60초
439,시간의 덧셈과 뺄셈
440,점대칭도형의 성질
441,점대칭도형 그리기
442,None
443,"시간의 덧셈과 뺄셈 (받아 올림, 받아 내림이 있을 때)"
444,$(1보다 작은 소수)\times(자연수)$
445,$(1보다 큰 소수)\times(자연수)$
446,$(자연수)\times(1보다 작은소수)$
447,똑같이 나누기
448,$(자연수)\times(1보다 큰 소수)$
449,$(1보다 작은 소수)\times(1보다 작은 소수)$
450,None
451,$(1보다 큰 소수)\times(1보다 큰 소수)$
452,분수
453,None
454,"소수에 1, 10, 100, 1000을 곱하는 규칙"
455,"자연수에 1, 0.1, 0.01, 0.001을 곱하는 규칙"
456,소수끼리의 곱셈에서 곱의 소수점 위치의 규칙
457,직육면체
458,"분수, 부분과 전체"
459,직육면체의 구성 요소
460,None
461,분모가 같은 분수의 크기 비교
462,None
463,정육면체
464,단위분수
465,단위분수의 크기 비교
466,정육면체의 특징
467,None
468,None
469,None
470,None
471,소수와 소수점
472,None
473,None
474,None
475,자연수와 소수로 이루어진 소수
476,None
477,None
478,None
479,None
480,None
481,소수의 크기 비교
482,None
483,None
484,None
485,None
486,"함수$y=\log _af(x) (a>0, a\ne1)$의 최대와 최소"
487,None
488,None
489,None
490,None
491,로그의 진수에 미지수가 있는 방정식과 로그함수의 관계
492,None
493,None
494,로그의 진수에 미지수가 있는 부등식과 로그함수의 관계
495,None
496,None
497,None
498,None
499,None
500,None
501,None
502,None
503,None
504,None
505,None
506,None
507,None
508,None
509,None
510,None
511,일반각을 호도법으로 나타내기
512,None
513,None
514,None
515,None
516,None
517,None
518,None
519,None
520,None
521,None
522,None
523,None
524,None
525,None
526,None
527,None
528,None
529,None
530,None
531,None
532,None
533,None
534,None
535,None
536,None
537,None
538,None
539,None
540,None
541,None
542,None
543,None
544,None
545,None
546,None
547,$(몇십)\times(몇십)$
548,None
549,$(몇십 몇)\times(몇십)$
550,None
551,None
552,None
553,None
554,올림이 한 번 있는 $(몇십 몇)\times(몇십 몇)$
555,None
556,None
557,None
558,None
559,올림이 여러 번 있는 $(몇십 몇)\times(몇십 몇)$
560,None
561,None
562,None
563,None
564,None
565,None
566,None
567,None
568,None
569,None
570,None
571,None
572,None
573,None
574,곱셈의 활용
575,None
576,None
577,None
578,None
579,None
580,None
581,None
582,None
583,None
584,None
585,None
586,None
587,각기둥의 밑면과 옆면
588,각기둥의 이름
589,각기둥의 구성 요소
590,각기둥의 전개도
591,각기둥의 전개도 그리기
592,각뿔
593,각뿔의 밑면과 옆면
594,각뿔의 이름
595,각뿔의 구성 요소
596,자연수의 나눗셈을 이용하는 $(소수)\div(자연수)$
597,None
598,몫이 1보다 작은 소수인 $(소수)\div(자연수)$
599,각 자리에서 나누어떨어지지 않는 $(소수)\div(자연수)$
600,소수점 아래 0을 내려 계산해야하는 $(소수)\div(자연수)$
601,몫의 소수 첫째 자리에 0이 있는 $(소수)\div(자연수)$
602,$(자연수)\div(자연수)$의 몫을 소수로 나타내기
603,반올림을 사용하여 몫 어림하기
604,None
605,변하는 두 양의 관계 알아보기
606,두 양의 크기 비교하기
607,None
608,None
609,비
610,비율
611,비율이 사용되는 경우 - 시간에 대한 거리의 비율 알아보기
612,백분율
613,None
614,백분율이 사용되는 경우 - 할인율을 백분율로 나타내기
615,그림그래프
616,띠그래프
617,띠그래프로 나타내기
618,원그래프
619,원그래프로 나타내기
620,None
621,None
622,None
623,직육면체의 부피
624,정육면체의 부피
625,$1m^3$
626,$1m^3$와 $1cm^3$ 사이의 관계
627,직육면체의 겉넓이 
628,정육면체의 겉넓이
629,None
630,None
631,None
632,None
633,None
634,None
635,None
636,None
637,None
638,None
639,None
640,None
641,None
642,None
643,None
644,None
645,None
646,None
647,None
648,None
649,None
650,None
651,이차곡선
652,None
653,None
654,None
655,None
656,None
657,None
658,None
659,None
660,None
661,None
662,None
663,None
664,None
665,None
666,None
667,None
668,None
669,None
670,None
671,None
672,None
673,None
674,None
675,None
676,None
677,None
678,None
679,None
680,None
681,None
682,None
683,None
684,None
685,None
686,None
687,None
688,None
689,None
690,None
691,None
692,None
693,None
694,None
695,None
696,None
697,None
698,None
699,None
700,None
701,None
702,None
703,None
704,None
705,분자끼리 나누어떨어지지 않는 분모가 같은 $(분수)\div(분수)$
706,분모가 다른 $(분수)\div(분수)$
707,$(자연수)\div(분수)$
708,$(분수)\div(분수)$를 $(분수)\times(분수)$로 나타내는 방법
709,$(분수)\div(분수)$
710,$(소수)\div(소수)$
711,자릿수가 같은 $(소수)\div(소수)$
712,자릿수가 다른 $(소수)\div(소수)$
713,$(자연수)\div(소수)$
714,몫을 반올림하여 나타내기
715,None
716,None
717,None
718,None
719,None
720,None
721,None
722,None
723,None
724,None
725,None
726,None
727,None
728,None
729,None
730,None
731,None
732,None
733,None
734,None
735,None
736,None
737,None
738,None
739,None
740,None
741,None
742,None
743,None
744,None
745,None
746,None
747,None
748,None
749,None
750,None
751,None
752,None
753,None
754,None
755,None
756,None
757,None
758,None
759,None
760,None
761,None
762,None
763,None
764,None
765,None
766,None
767,None
768,None
769,None
770,나누어 주고 남는 양
771,None
772,None
773,None
774,None
775,None
776,None
777,None
778,None
779,None
780,None
781,None
782,None
783,None
784,None
785,None
786,None
787,None
788,None
789,None
790,None
791,None
792,None
793,None
794,None
795,None
796,None
797,None
798,None
799,None
800,None
801,None
802,None
803,None
804,None
805,None
806,None
807,None
808,None
809,None
810,None
811,합의 법칙
812,곱의 법칙
813,순열
814,조합
815,None
816,None
817,None
818,중복순열과 함수
819,None
820,None
821,None
822,None
823,None
824,None
825,None
826,None
827,None
828,None
829,None
830,None
831,None
832,None
833,None
834,None
835,None
836,None
837,독립시행의 확률
838,None
839,이산확률변수와 확률질량함수
840,None
841,이산확률변수 X의 기댓값(평균)
842,이산확률변수 X의 분산과 표준편차
843,"이산확률변수 aX+b의 평균, 분산, 표준편차"
844,이항분포
845,None
846,None
847,None
848,None
849,None
850,None
851,None
852,None
853,None
854,None
855,None
856,None
857,None
858,None
859,None
860,None
861,None
862,None
863,None
864,None
865,None
866,None
867,None
868,None
869,None
870,None
871,None
872,None
873,None
874,None
875,None
876,None
877,None
878,None
879,None
880,None
881,None
882,None
883,None
884,None
885,None
886,None
887,None
888,None
889,None
890,None
891,None
892,None
893,None
894,None
895,None
896,None
897,None
898,None
899,None
900,None
901,None
902,None
903,None
904,None
905,None
906,None
907,None
908,None
909,None
910,None
911,None
912,None
913,None
914,None
915,None
916,None
917,None
918,None
919,None
920,None
921,None
922,None
923,None
924,None
925,None
926,None
927,None
928,None
929,None
930,None
931,None
932,None
933,None
934,None
935,None
936,None
937,None
938,None
939,None
940,None
941,None
942,None
943,None
944,None
945,None
946,None
947,None
948,None
949,None
950,None
951,None
952,None
953,None
954,None
955,None
956,None
957,None
958,None
959,None
960,None
961,None
962,None
963,None
964,None
965,None
966,None
967,None
968,None
969,None
970,None
971,$(다항식)\times(다항식)$의 계산
972,곱셈 공식
973,None
974,곱셈 공식의 변형
975,인수
976,None
977,None
978,None
979,None
980,None
981,None
982,None
983,None
984,None
985,None
986,"이항분포의 평균, 분산, 표준편차"
987,큰수의 법칙
988,연속확률변수와 확률밀도함수
989,None
990,None
991,None
992,None
993,None
994,"$a^2+2ab+b^2$, $a^2-2ab+b^2$ 꼴의 인수분해"
995,$x^2+(a+b)x+ab$의 인수분해 방법
996,$acx^2+(ad+bc)x+bd$의 인수분해방법
997,None
998,None
999,None
1000,이차방정식
1001,$AB=0$의 성질
1002,이차방정식의 중근
1003,None
1004,None
1005,None
1006,None
1007,None
1008,None
1009,제곱근을 이용한 이차방정식의 풀이
1010,완전제곱식을 이용한 이차방정식의 풀이
1011,이차방정식의 근의 공식; $ax^2+bx+c=0$
1012,None
1013,None
1014,정규분포 곡선의 성질
1015,표준정규분포
1016,표준정규분포표를 이용하여 확률을 구하는 방법
1017,None
1018,None
1019,None
1020,None
1021,None
1022,None
1023,None
1024,None
1025,None
1026,None
1027,None
1028,None
1029,None
1030,None
1031,None
1032,None
1033,None
1034,None
1035,None
1036,None
1037,None
1038,None
1039,None
1040,None
1041,None
1042,None
1043,None
1044,None
1045,None
1046,None
1047,None
1048,None
1049,None
1050,None
1051,None
1052,None
1053,None
1054,None
1055,None
1056,None
1057,None
1058,None
1059,None
1060,None
1061,None
1062,None
1063,None
1064,None
1065,None
1066,None
1067,None
1068,None
1069,None
1070,None
1071,None
1072,None
1073,None
1074,None
1075,None
1076,None
1077,None
1078,None
1079,None
1080,None
1081,None
1082,None
1083,None
1084,None
1085,None
1086,None
1087,None
1088,None
1089,None
1090,None
1091,None
1092,None
1093,None
1094,None
1095,None
1096,None
1097,None
1098,None
1099,None
1100,None
1101,None
1102,None
1103,None
1104,None
1105,None
1106,삼각형의 내접원과 내심
1107,삼각형의 내심의 성질
1108,삼각형의 내심의 응용
1109,평행사변형
1110,평행사변형의 성질
1111,None
1112,None
1113,None
1114,None
1115,None
1116,None
1117,평행사변형이 직사각형이 되는 조건
1118,None
1119,None
1120,평행사변형이 마름모가 되는 조건
1121,None
1122,None
1123,None
1124,None
1125,None
1126,None
1127,None
1128,None
1129,None
1130,None
1131,None
1132,None
1133,None
1134,None
1135,None
1136,None
1137,등차수열의 합이 될 조건
1138,None
1139,None
1140,None
1141,None
1142,None
1143,None
1144,None
1145,None
1146,None
1147,None
1148,None
1149,None
1150,None
1151,None
1152,None
1153,None
1154,None
1155,None
1156,None
1157,None
1158,None
1159,None
1160,None
1161,None
1162,None
1163,None
1164,None
1165,None
1166,None
1167,등비수열의 합을 알 때 일반항 쉽게 구하기
1168,None
1169,None
1170,None
1171,None
1172,None
1173,None
1174,None
1175,None
1176,None
1177,None
1178,None
1179,None
1180,닮음
1181,평면도형에서 닮음의 성질
1182,입체도형에서 닮음의 성질
1183,닮음비
1184,삼각형의 닮음 조건
1185,직각삼각형의 닮음
1186,None
1187,None
1188,None
1189,None
1190,None
1191,None
1192,None
1193,None
1194,None
1195,None
1196,None
1197,None
1198,None
1199,$\sum $를 이용하여 수열의 합을 구하는 방법
1200,삼각형에서 평행선 사이의 선분의 길이의 비
1201,평행선 사이의 선분의 길이의 비
1202,사다리꼴에서 평행선 사이의 선분의 길이의 비
1203,평행선 사이의 선분의 길이의 비의 응용
1204,분수 꼴로 된 수열의 합
1205,None
1206,None
1207,None
1208,None
1209,None
1210,함수의 극한에 대한 성질과 관련된 거짓 명제
1211,미분계수를 이용한 극한값의 계산
1212,함수가 미분가능하지 않은 경우
1213,None
1214,None
1215,None
1216,None
1217,None
1218,함수의 그래프
1219,다항함수의 그래프의 개형과 극값을 가질 조건
1220,None
1221,None
1222,방정식의 실근의 개수
1223,None
1224,모든 실수에 대하여 성립하는 부등식의 증명
1225,$x>a$에서 성립하는 부등식의 증명
1226,속도와 가속도
1227,시각에 대한 변화율
1228,None
1229,None
1230,None
1231,None
1232,None
1233,None
1234,None
1235,None
1236,None
1237,None
1238,None
1239,None
1240,None
1241,None
1242,None
1243,None
1244,None
1245,None
1246,None
1247,None
1248,이차함수
1249,이차함수 $y=ax^2$의 그래프의 성질
1250,이차함수 $y=ax^2+q$의 그래프의 성질
1251,이차함수 $y=a(x-p)^2$의 그래프의 성질
1252,이차함수 $y=a(x-p)^2+q$의 그래프의 성질
1253,이차함수 $y=ax^2+bx+c$의 그래프
1254,"이차함수 $y=ax^2+bx+c$의 그래프와 $a$, $b$, $c$의 부호"
1255,유리수의 나눗셈
1256,곱셈 기호의 생략
1257,식의 값
1258,항
1259,동류항
1260,"등식과 좌변, 우변, 양변"
1261,등식의 성질
1262,이항
1263,일차방정식의 활용 문제 풀이
1264,일차방정식의 활용-수에 대한 문제
1265,None
1266,수직선 위의 점의 위치
1267,그래프
1268,정비례
1269,정비례 관계 y=ax의 그래프
1270,반비례
1271,반비례 관계 $y=\frac{a}{x}$의 그래프
1272,None
1273,"정비례, 반비례 관계의 활용"
1274,None
1275,None
1276,None
1277,None
1278,None
1279,None
1280,None
1281,None
1282,None
1283,None
1284,None
1285,None
1286,None
1287,None
1288,None
1289,None
1290,None
1291,None
1292,None
1293,None
1294,None
1295,None
1296,None
1297,None
1298,None
1299,None
1300,None
1301,None
1302,None
1303,None
1304,None
1305,None
1306,None
1307,None
1308,None
1309,None
1310,None
1311,None
1312,None
1313,None
1314,None
1315,None
1316,None
1317,None
1318,None
1319,None
1320,None
1321,None
1322,None
1323,None
1324,None
1325,None
1326,None
1327,None
1328,None
1329,None
1330,None
1331,None
1332,None
1333,None
1334,None
1335,None
1336,None
1337,None
1338,None
1339,None
1340,None
1341,None
1342,None
1343,None
1344,None
1345,None
1346,None
1347,None
1348,None
1349,None
1350,None
1351,None
1352,None
1353,None
1354,None
1355,None
1356,유한소수 및 무한소수
1357,None
1358,None
1359,None
1360,None
1361,None
1362,None
1363,None
1364,None
1365,None
1366,None
1367,None
1368,None
1369,None
1370,None
1371,부정적분
1372,부정적분과 도함수의 관계
1373,함수 $y=x^n$의 부정적분
1374,부정적분의 성질
1375,정적분
1376,None
1377,None
1378,None
1379,None
1380,None
1381,None
1382,None
1383,None
1384,None
1385,None
1386,None
1387,None
1388,None
1389,None
1390,None
1391,None
1392,None
1393,None
1394,유한소수와 무한소수의 판별
1395,순환소수
1396,None
1397,순환소수의 표현
1398,None
1399,None
1400,None
1401,None
1402,None
1403,None
1404,None
1405,None
1406,None
1407,None
1408,None
1409,None
1410,None
1411,None
1412,None
1413,None
1414,None
1415,None
1416,None
1417,None
1418,None
1419,None
1420,None
1421,None
1422,쌓기나무로 쌓은 모양과 위에서 본 모양을 보고 쌓은 모양과 쌓기나무의 개수 구하기
1423,None
1424,None
1425,None
1426,None
1427,None
1428,None
1429,None
1430,None
1431,None
1432,None
1433,None
1434,None
1435,None
1436,None
1437,None
1438,None
1439,"쌓기나무를 쌓아 만든 모양을 보고 위, 앞, 옆에서 본 모양 그리기"
1440,위에서 본 모양에 수를 쓰는 방법으로 쌓은 모양과 쌓기나무의 개수 구하기
1441,None
1442,거듭제곱
1443,밑
1444,지수
1445,None
1446,None
1447,None
1448,None
1449,층별로 나타낸 모양을 보고 쌓은 모양과 쌓기나무의 개수 구하기
1450,여러 가지 모양 만들기
1451,None
1452,곱셈과 나눗셈을 이용한 비의 성질
1453,소수(소수:소수)의 비를 간단한 자연수의 비로 나타내기
1454,분수(분수:분수)의 비를 간단한 자연수의 비로 나타내기
1455,소수와 분수(소수:분수)의 비를 간단한 자연수의 비로 나타내기
1456,비례식과 비례식의 외항과 내항
1457,None
1458,None
1459,None
1460,None
1461,None
1462,None
1463,비례배분
1464,비례배분 문제 해결하기
1465,None
1466,None
1467,None
1468,None
1469,None
1470,None
1471,None
1472,None
1473,None
1474,None
1475,None
1476,None
1477,None
1478,None
1479,None
1480,None
1481,None
1482,None
1483,None
1484,None
1485,None
1486,None
1487,None
1488,None
1489,None
1490,None
1491,None
1492,None
1493,None
1494,원주와 지름의 관계
1495,None
1496,None
1497,None
1498,None
1499,None
1500,None
1501,None
1502,None
1503,None
1504,None
1505,None
1506,None
1507,None
1508,None
1509,None
1510,None
1511,None
1512,None
1513,None
1514,None
1515,None
1516,None
1517,None
1518,None
1519,None
1520,None
1521,None
1522,None
1523,None
1524,None
1525,None
1526,None
1527,None
1528,None
1529,None
1530,None
1531,원주율
1532,지름을 알 때 원주율을 이용하여 원주 구하기
1533,원주를 알 때 원주율을 이용하여 지름 구하기
1534,원의 넓이 어림하기
1535,정적분의 성질
1536,정적분 $\int ^a_{-a}x^n\differentialD x$의 계산
1537,정적분으로 정의된 함수
1538,정적분으로 정의된 함수의 미분
1539,정적분을 포함한 등식에서 함수 구하기
1540,정적분으로 정의된 함수의 극한
1541,정적분의 기하학적 의미
1542,곡선과 $x$축 사이의 넓이
1543,곡선과 $y$축 사이의 넓이
1544,두 곡선 사이의 넓이
1545,None
1546,주기함수의 정적분
1547,None
1548,"원을 분할하여 모양이 다른 도형으로 바꾸기, 원의 넓이 구하는 방법"
1549,None
1550,None
1551,None
1552,None
1553,None
1554,None
1555,None
1556,None
1557,None
1558,None
1559,None
1560,None
1561,None
1562,None
1563,None
1564,None
1565,None
1566,None
1567,None
1568,None
1569,None
1570,None
1571,None
1572,None
1573,None
1574,반지름과 원의 넓이의 관계
1575,원기둥
1576,원기둥의 구성 요소
1577,원기둥의 전개도
1578,"원기둥의 전개도의 특징, 각 부분의 길이"
1579,밑면의 둘레 구하는 방법
1580,원뿔
1581,원뿔의 구성 요소
1582,구
1583,구의 구성 요소
1584,None
1585,None
1586,None
1587,None
1588,None
1589,None
1590,None
1591,None
1592,None
1593,None
1594,None
1595,None
1596,None
1597,None
1598,None
1599,None
1600,None
1601,None
1602,None
1603,None
1604,None
1605,None
1606,None
1607,None
1608,None
1609,None
1610,None
1611,None
1612,None
1613,None
1614,None
1615,None
1616,None
1617,None
1618,None
1619,None
1620,None
1621,None
1622,None
1623,None
1624,None
1625,None
1626,None
1627,None
1628,None
1629,None
1630,None
1631,None
1632,None
1633,None
1634,None
1635,None
1636,None
1637,None
1638,직선 위의 운동에서 위치와 위치의 변화량
1639,None
1640,None
1641,None
1642,None
1643,None
1644,None
1645,None
1646,None
1647,None
1648,None
1649,None
1650,None
1651,None
1652,None
1653,None
1654,None
1655,None
1656,None
1657,None
1658,None
1659,None
1660,None
1661,None
1662,None
1663,None
1664,None
1665,None
1666,None
1667,None
1668,None
1669,None
1670,None
1671,None
1672,None
1673,None
1674,None
1675,None
1676,None
1677,None
1678,None
1679,None
1680,None
1681,None
1682,None
1683,None
1684,None
1685,None
1686,None
1687,None
1688,None
1689,None
1690,None
1691,None
1692,None
1693,None
1694,None
1695,None
1696,None
1697,None
1698,None
1699,None
1700,None
1701,None
1702,None
1703,None
1704,None
1705,None
1706,None
1707,"원의 중심, 반지름, 지름"
1708,None
1709,None
1710,None
1711,None
1712,None
1713,None
1714,None
1715,None
1716,None
1717,None
1718,None
1719,None
1720,원의 성질
1721,컴퍼스를 이용하여 원 그리기
1722,원을 이용하여 여러 모양을 그리기
1723,None
1724,None
1725,None
1726,분수로 나타내기
1727,자연수에 대한 분수만큼은 얼마인지 알아보기
1728,길이에 대한 분수만큼은 얼마인지 알아보기
1729,None
1730,None
1731,None
1732,None
1733,None
1734,None
1735,None
1736,None
1737,None
1738,None
1739,None
1740,None
1741,None
1742,None
1743,None
1744,None
1745,None
1746,None
1747,None
1748,None
1749,None
1750,None
1751,None
1752,None
1753,None
1754,None
1755,None
1756,None
1757,None
1758,None
1759,None
1760,None
1761,None
1762,None
1763,None
1764,None
1765,None
1766,None
1767,None
1768,None
1769,None
1770,None
1771,None
1772,None
1773,None
1774,None
1775,None
1776,None
1777,None
1778,None
1779,None
1780,None
1781,None
1782,None
1783,None
1784,None
1785,None
1786,None
1787,None
1788,None
1789,None
1790,None
1791,None
1792,None
1793,None
1794,None
1795,None
1796,None
1797,None
1798,None
1799,None
1800,None
1801,None
1802,None
1803,None
1804,None
1805,None
1806,None
1807,None
1808,None
1809,None
1810,None
1811,None
1812,None
1813,None
1814,None
1815,None
1816,None
1817,None
1818,None
1819,None
1820,None
1821,None
1822,None
1823,None
1824,None
1825,None
1826,None
1827,None
1828,None
1829,None
1830,None
1831,None
1832,None
1833,None
1834,None
1835,None
1836,None
1837,None
1838,None
1839,None
1840,None
1841,None
1842,None
1843,None
1844,None
1845,None
1846,None
1847,None
1848,None
1849,None
1850,None
1851,None
1852,None
1853,None
1854,None
1855,None
1856,None
1857,None
1858,None
1859,None
1860,None
1861,None
1862,None
1863,None
1864,None
1865,None
1866,None
1867,None
1868,None
1869,None
1870,None
1871,None
1872,진분수
1873,대분수
1874,가분수
1875,자연수
1876,대분수를 가분수로 나타내기
1877,가분수를 대분수로 나타내기
1878,분모가 같은 가분수의 크기 비교
1879,None
1880,분모가 같은 가분수와 대분수의 크기 비교
1881,None
1882,None
1883,None
1884,None
1885,None
1886,None
1887,None
1888,None
1889,None
1890,None
1891,None
1892,None
1893,None
1894,None
1895,None
1896,None
1897,None
1898,None
1899,None
1900,None
1901,None
1902,None
1903,None
1904,None
1905,None
1906,None
1907,None
1908,None
1909,None
1910,None
1911,None
1912,None
1913,None
1914,None
1915,None
1916,None
1917,None
1918,None
1919,None
1920,None
1921,None
1922,None
1923,None
1924,None
1925,None
1926,None
1927,None
1928,None
1929,None
1930,None
1931,None
1932,None
1933,몇 L 몇 mL와 몇 mL로 나타내기
1934,들이의 어림
1935,들이의 덧셈과 뺄셈
1936,None
1937,None
1938,None
1939,None
1940,None
1941,None
1942,None
1943,None
1944,None
1945,None
1946,None
1947,None
1948,None
1949,None
1950,None
1951,None
1952,None
1953,None
1954,None
1955,None
1956,None
1957,None
1958,None
1959,None
1960,None
1961,몇 kg 몇 g과 몇 g으로 나타내기
1962,무게의 어림
1963,무게의 덧셈과 뺄셈
1964,None
1965,None
1966,None
1967,None
1968,None
1969,None
1970,None
1971,None
1972,None
1973,None
1974,None
1975,None
1976,None
1977,None
1978,None
1979,None
1980,None
1981,None
1982,표
1983,자료를 수집하여 표로 나타내는 방법
1984,그림그래프
1985,그림그래프로 나타내기
1986,None
1987,None
1988,None
1989,None
1990,None
1991,None
1992,None
1993,None
1994,None
1995,None
1996,None
1997,None
1998,None
1999,None
2000,None
2001,None
2002,None
2003,None
2004,None
2005,None
2006,None
2007,None
2008,None
2009,None
2010,삼각비
2011,None
2012,None
2013,None
2014,None
2015,None
2016,None
2017,None
2018,None
2019,None
2020,None
2021,None
2022,None
2023,None
2024,None
2025,None
2026,None
2027,None
2028,None
2029,None
2030,None
2031,None
2032,None
2033,None
2034,None
2035,None
2036,None
2037,None
2038,None
